"54","Spiral Matrix","simulation_of_boundary_loops","","Peel the matrix layer by layer in a spiral. Update boundaries after each loop."
"55","Jump Game","greedy_max_reach","","Track the furthest index reachable. If you cannot move forward, return false."
"56","Merge Intervals","sorting,merging","","Sort intervals by start. Merge overlapping intervals by taking the max end."
"57","Insert Interval","intervals,merging","","Locate insertion point, merge overlapping intervals, then insert the final merged result."
"62","Unique Paths","combinatorics,dp","","Use either combinatorial formula or DP grid to count ways."
"63","Unique Paths II","dp_with_obstacle_handling","","Same DP approach, but cells with obstacles get dp=0."
"71","Simplify Path","stack_for_directories","stack","Split on '/', push valid dirs to stack, pop on '..', ignore '.' or empty segments."
"72","Edit Distance","dp_for_string_transformations","","dp[i][j] = 1 + min(replace/delete/insert), or dp[i-1][j-1] if chars match."
"73","Set Matrix Zeroes","matrix_marking_approach","","Track which rows/cols need zero; set them in a second pass."
"75","Sort Colors","dutch_national_flag_algorithm","","Use three pointers to partition 0,1,2 in one pass."
"78","Subsets","backtracking,bitmask","","Generate all subsets via recursion or bitwise enumeration."
"79","Word Search","dfs_backtracking_on_board","","For each cell, DFS to match the word. Mark visited to avoid reuse."
"80","Remove Duplicates from Sorted Array II","array_manipulation,pointer_approach","array","Allow each element up to two occurrences. Overwrite beyond that limit in-place."
"74","Search a 2D Matrix","binary_search","","Either flatten conceptually and do 1D binary search, or do row-col approach. Compare mid value with target."
"93","Restore IP Addresses","backtracking,segment_validation","","Partition string into 4 segments (0–255). Collect valid addresses."
"98","Validate Binary Search Tree","recursion_with_range_bounds","tree","Check each node’s value is within min/max, recurse left/right. Return false if out of bounds."
"102","Binary Tree Level Order Traversal","bfs_by_levels","tree","Queue the root, pop level nodes, push children. Collect levels in a list of lists."
"103","Binary Tree Zigzag Level Order Traversal","bfs_with_direction_toggle","tree","Same as level order, but reverse the list on alternate levels."
"105","Construct Binary Tree from Preorder and Inorder Traversal","tree_construction_with_index_lookups","tree","Root is preorder[0]. Find it in inorder, recurse left and right."
"113","Path Sum II","dfs_path_building","tree","Track running sum down each path. If leaf sum equals target, add path to result."
"114","Flatten Binary Tree to Linked List","dfs,pointer_re_linking","tree","Flatten left subtree, attach it, then link to right. Update pointers carefully."
"116","Populating Next Right Pointers in Each Node","tree_bfs,perfect_tree_recursion","tree","Use level order or connect children as you go. Each node’s next = right sibling."
"128","Longest Consecutive Sequence","set,union_find","set;unionfind","Use a set or union-find to track consecutive runs. Keep longest streak."
"129","Sum Root to Leaf Numbers","dfs_building_integer","tree","Pass the current value*10 + node.val down. Sum at leaves."
"131","Palindrome Partitioning","backtracking,palindrome_check","","Partition string and check each substring is palindrome. Collect all valid ways."
"133","Clone Graph","graph_bfs_dfs_cloning","graph","Keep a map old->new node. Traverse, creating cloned neighbors recursively or iteratively."
"138","Copy List with Random Pointer","linked_list_mapping,weaving","linkedlist","Either store old->new in a hash map, or weave cloned nodes in the original, then fix random links."
"139","Word Break","dp_substring_checks","","dp[i] is true if substring(0..i) can be broken into dictionary words. Check all j < i for substring in set."
"146","LRU Cache","design_with_doubly_linked_list,hash","linkedlist;map","Use a hash map for O(1) access. A linked list tracks recency, moving recently accessed to the front."
"150","Evaluate Reverse Polish Notation","stack_for_rpn","stack","Iterate tokens, push numbers, pop top two on operator, compute, push result. Return final stack top."
"152","Maximum Product Subarray","dp_tracking_min_max_up_to_current","","Negative flips min and max. Keep track of global maximum."
"153","Find Minimum in Rotated Sorted Array","binary_search_pivot","","Compare mid to edges. Narrow down to the segment where min lies."
"151","Reverse Words in a String","string_manipulation","","Split by spaces, reverse the words, and rejoin. Trim extra spaces."
"162","Find Peak Element","binary_search,linear_check","","In O(log n), compare mid with mid+1 to decide which half to search. Or linearly check neighbors."
"167","Two Sum II - Input Array Is Sorted","two_pointer_in_sorted_array","","Start left=0, right=n-1, compare sum to target, adjust pointers inward."
"173","Binary Search Tree Iterator","inorder_stack_approach","tree;stack","Push left nodes, pop top as next. After pop, push the node’s right subtree left path."
"189","Rotate Array","reverse_array,auxiliary_array","array","Reverse entire array, then reverse the two parts. Or shift elements using temp array."
"198","House Robber","dp_on_linear_houses","","dp[i] = max of dp[i-1] or nums[i] + dp[i-2]. Final dp[n-1] is the answer."
"199","Binary Tree Right Side View","bfs,dfs_with_right_first","tree","At each level, record the rightmost node. Or do a DFS with level track and store first visit."
"200","Number of Islands","dfs_bfs_on_grid","array","Traverse the grid, for each unvisited land, run DFS/BFS to mark the connected region, increment count."
"207","Course Schedule","graph_cycle_detection,topological_sort","graph","Create adjacency list. If there's a cycle, no solution. Otherwise, can finish courses."
"209","Minimum Size Subarray Sum","sliding_window,sliding_window_and_subarray_sum","","Move end pointer, accumulate sum, shrink from start if sum >= target. Track min length."
"210","Course Schedule II","topological_sort","graph","Use Kahn’s or DFS to produce a valid course order. If cycle, return empty array."
"215","Kth Largest Element in an Array","heap,quickselect","heap","Use a min-heap of size k or partition approach. Return the k-th largest after partial sort."
"227","Basic Calculator II","stack,direct_parse","stack","Parse expression tokens. Use stack to store numbers, handle * / immediately. Compute + - at the end."
"235","Lowest Common Ancestor of a Binary Search Tree","bst_property_compare_values","tree","Traverse from root. If both nodes < root, go left; if both > root, go right; else root is LCA."
"236","Lowest Common Ancestor of a Binary Tree","tree_recursion","tree","Recurse down; if we find p or q, bubble up. If both sides non-null, current node is LCA."
"238","Product of Array Except Self","prefix_suffix_multiplication","array","Compute prefix products, then multiply with suffix product in second pass. O(1) extra space aside from output."
"249","Group Shifted Strings","hash_pattern_differences","map","For each string, build a relative shift signature. Group strings with identical shift signatures."
"253","Meeting Rooms II","min_heap,timeline_approach","heap","Sort intervals by start, use a min-heap to track end times. Or separate start/end arrays and track usage."
"286","Walls and Gates","multi_source_bfs","array","Put all gates (distance=0) in queue initially. BFS outward to fill distances to the nearest gate."
"2265","Count Nodes Equal to Average of Subtree","tree_dfs_for_sum_count","tree","Compute subtree sum and count. If node’s val == (sum/count), increment result."
"314","Binary Tree Vertical Order Traversal","bfs_with_column_indices","tree","Use a queue storing (node,col). Collect values in a map col->list, then output col-sorted lists."
"333","Largest BST Subtree","tree_recursion_with_subtree_info","tree","Return subtree size, min, max, isBST. If node is BST, update global max size."
"334","Increasing Triplet Subsequence","greedy_track_two_smallest","","Maintain two pointers for smallest and mid. If we find a bigger number than mid, triplet exists."
"339","Nested List Weight Sum","dfs,bfs_of_nested_structure","list","At each level, multiply integer by depth. Recursively add or BFS with a queue tracking depth."
"341","Flatten Nested List Iterator","stack_based_flatten","stack","Repeatedly expand top if it's a list. If it's an integer, that's our next element."
"347","Top K Frequent Elements","heap,bucket_sort","heap","Count frequencies, push to a min-heap or use bucket by frequency. Extract top K frequent."
"348","Design Tic-Tac-Toe","rows,cols,diag_counters","","For each player, increment row/col/diag counts. If absolute value hits n, that player wins."
"378","Kth Smallest Element in a Sorted Matrix","heap,binary_searching_by_value","heap","Use a min-heap or binary search in the value range. Count how many elements <= mid to narrow search."
"380","Insert Delete GetRandom O(1)","hashmap,dynamic_array","map;array","For O(1) insert/delete, store values in an array and map their index. For random, pick a random array index."
"394","Decode String","stack,recursion","stack","Push current string and number on stack when encountering '['. On ']', pop and build repeated substring."
"398","Random Pick Index","reservoir_sampling,storing_indices","","Maintain a list of indices per value, then pick random. Or do reservoir sampling as you traverse."
"419","Battleships in a Board","grid_scanning","array","Count a battleship when you see 'X' that isn’t a continuation (above/left). Mark visited or just check adjacency."
"424","Longest Repeating Character Replacement","sliding_window,frequency","map","Grow the window, track count of the top char. If window size - max_freq > k, shrink from left."
"443","String Compression","two_pointer_in_place","","Track runs of the same character. Store the count digits and move on, returning final length."
"468","Validate IP Address","string_split_and_format_checks","","Split by '.' or ':', check valid range or hex length. Distinguish IPv4, IPv6, or neither."
"490","The Maze","dfs_bfs_rolling_approach","array","Roll the ball in each direction until hitting a wall. Mark visited states, check if you can reach the goal."
"494","Target Sum","dfs,subset_sum_dp","","We want ways to assign +/- to reach target. Transform to subset sum or backtrack all possibilities."
"498","Diagonal Traverse","simulation_of_diagonals","","Traverse diagonals by sum of indices. Reverse direction every alternate diagonal."
"523","Continuous Subarray Sum","prefix_sum_mod_k","","Compute prefix sum % k, store in a map. If the same mod reappears with distance > 1, subarray sum is multiple of k."
"525","Contiguous Array","prefix_sum_0_neg1_1_pos1","","Map prefix sums to index. If sum repeats, subarray in between has equal 0 and 1."
"529","Minesweeper","dfs_bfs_reveal_squares","array","If a revealed cell has 0 adjacent mines, recursively reveal neighbors. Stop if you hit a mine."
"536","Construct Binary Tree from String","recursion_with_parentheses_parse","tree","Parse the string: first number is root, parentheses sections represent left/right subtrees."
"545","Boundary of Binary Tree","tree_traversal_boundary","tree","Collect left boundary, leaves, and right boundary in reverse. Avoid double counting corners."
"556","Next Greater Element III","permutation_next_greater_logic","","Treat digits like next_permutation. If not possible, return -1."
"560","Subarray Sum Equals K","prefix_sum,hashing","map","Keep running sum in a map. If sum - k exists, increment count by how many times that remainder appeared."
"636","Exclusive Time of Functions","stack_of_function_calls,timestamps","stack","On 'start', push function id. On 'end', pop and accumulate intervals. Subtract nested time from parent."
"647","Palindromic Substrings","expand_around_center,dp","","For each center, expand outwards while it’s a palindrome. Or DP with dp[i][j] if s[i]==s[j]."
"658","Find K Closest Elements","binary_search,two_pointer","","Locate position of x, then expand outwards or do a left boundary search for size k. Return slice."
"670","Maximum Swap","greedy_digit_swap_from_left","","Scan from left, find a bigger digit on the right that can be swapped. Perform once for max number."
"695","Max Area of Island","dfs_bfs_in_grid","array","For each unvisited '1', explore the entire connected region. Track the maximum area found."
"721","Accounts Merge","union_find,dfs_on_email_lists","unionfind","Merge accounts with shared emails. Collect final results sorted by name/email."
"735","Asteroid Collision","stack_approach","stack","Push new asteroid. If collision occurs with top of stack, pop smaller or break if stack top is bigger."
"739","Daily Temperatures","monotonic_stack","stack","Traverse from right or keep a stack of indices. Pop while top is cooler, the difference is the answer."
"426","Convert Binary Search Tree to Sorted Doubly Linked List","inorder_traversal_link","tree","Perform an inorder DFS, link previous node to current. Finally link head and tail to make it circular."
"787","Cheapest Flights Within K Stops","shortest_path_with_limited_stops,bellman_ford,bfs","graph","Track cost to each node up to K edges. Update in BFS or Bellman-Ford style."
"791","Custom Sort String","custom_priority_sort","","Store order in a dict of char->rank. Sort the input string’s characters by that rank, append leftover."
"708","Insert into a Sorted Circular Linked List","linked_list_insertion_logic","linkedlist","Traverse until insertion point or wrap around. Insert new node maintaining sorted order."
"825","Friends Of Appropriate Ages","sorting,two_pointer_on_age_constraints","","Sort ages, for each age find valid range. Possibly use prefix sums or two-pointer approach."
"622","Design Circular Queue","array_with_front_rear_indices","array","Implement a fixed-size ring buffer with front, rear, and count. Wrap around on boundary."
"852","Peak Index in a Mountain Array","binary_search_for_peak","","Compare mid with mid+1. If ascending, go right; else go left until peak found."
"863","All Nodes Distance K in Binary Tree","bfs_dfs_from_target_node","tree","First store parent references, then BFS from target to find nodes at distance K."
"865","Smallest Subtree with all the Deepest Nodes","tree_dfs,depth_tracking","tree","Identify deepest level, find the subtree containing all deepest nodes. Essentially LCA of deepest leaves."
"528","Random Pick with Weight","prefix_sums,random_selection","","Compute prefix sums of weights, pick a random in [0,total). Binary search for the correct segment."
"921","Minimum Add to Make Parentheses Valid","balance_counters","","Track needed '(' or ')'. Each unmatched ')' increments needed. Return total needed."
"930","Binary Subarrays With Sum","prefix_sum_in_0_1_array","","Similar to subarray-sum = k approach. Map prefix sums, subarray if current_sum - target in map."
"934","Shortest Bridge","dfs,bfs_across_islands","array","Find the first island via DFS, then BFS outward to reach the second island in min steps."
"958","Check Completeness of a Binary Tree","bfs_level_order_checking","tree","Traverse level by level; once a null is found, ensure no more non-null nodes appear."
"973","K Closest Points to Origin","heap,quickselect","heap","Compute distance squared, keep a max-heap of size k or do partition-based quickselect."
"983","Minimum Cost For Tickets","dp_with_intervals","","For each travel day, cost = min of day pass, 7-day pass, 30-day pass. Build DP up to last day."
"986","Interval List Intersections","merge_intervals_method","","Use two pointers on the two lists, intersect the overlapping intervals, advance the pointer that ends first."
"1004","Max Consecutive Ones III","sliding_window,count_zero","","Expand window. If zero count exceeds k, shrink from left. Track max window size."
"1011","Capacity To Ship Packages Within D Days","binary_search_on_capacity","","Check if a mid capacity can ship within D days. If not, increase capacity; otherwise decrease it."
"1060","Missing Element in Sorted Array","binary_search_using_the_missing_counts","","At index i, check how many are missing up to nums[i]. Compare with k to decide search direction."
"1091","Shortest Path in Binary Matrix","bfs_in_8_directions","array","Start from (0,0), BFS with 8 directions. Track visited cells, find shortest path length."
"1209","Remove All Adjacent Duplicates in String II","stack_based_count","stack","Push characters and track frequency. If freq hits k, pop them."
"1249","Minimum Remove to Make Valid Parentheses","stack,scanning_mismatches","stack","Push '(' indices, match with ')' or mark invalid. Remove unmatched parentheses in the end."
"1424","Diagonal Traverse II","group_by_i_plus_j_in_a_map","map","Traverse row-wise, group items by (i+j). Flatten in the correct diagonal order."
"1443","Minimum Time to Collect All Apples in a Tree","dfs_subtrees_with_apple_check","tree","From root, visit children. Include path cost if child subtree contains an apple."
"1570","Dot Product of Two Sparse Vectors","sparse_representation_iteration","","Store non-zero indices and values. Multiply only matching indices."
"1650","Lowest Common Ancestor of a Binary Tree III","nodes_have_parent_pointers","tree","Ascend from each node or equalize depths first. Move both up until they meet."
"1762","Buildings With an Ocean View","stack,scanning_from_the_right","stack","Traverse from right, track max height. Buildings taller than all to the right have a view."
"1778","Shortest Path in a Hidden Grid","interactive_bfs_dfs_concept","array","We do BFS steps, discovering adjacency dynamically. Keep track of visited for minimal route."
"1868","Product of Two Run-Length Encoded Arrays","two_pointers_on_runs","","Multiply each run chunk while adjusting counts. Output in RLE form."
"1070","Product Sales Analysis III","sql_grouping_and_joining","","Combine tables, group by product to get total product sales (SQL)."
"322","Coin Change","dp_for_the_fewest_coins","","dp[x] = min(dp[x], dp[x-coin] + 1). Initialize dp[0]=0, otherwise large. If dp[amount] not updated, -1."
"328","Odd Even Linked List","linked_list_rearrangement","linkedlist","Rearrange nodes so that all odds precede evens in the list."
"912","Sort an Array","implementation_of_standard_sorts","array","Use quicksort, mergesort, or heapsort. Return the sorted array."
"1344","Angle Between Hands of a Clock","math_formula","","Compute minute hand angle and hour hand angle. Return the absolute difference, mod 360 if needed."
"91","Decode Ways","dp_on_string_decoding","","dp[i] can come from single-digit or two-digit decode if valid. Summation yields total ways."
"117","Populating Next Right Pointers in Each Node II","level_order_bfs_linking","tree","Traverse level by level, link nodes horizontally. Keep track of next-level head and tail."
"161","One Edit Distance","check_single_insert_delete_replace","","Check if exactly one insert/delete/replace transforms s into t."
"1586","Binary Search Tree Iterator II","bst_iteration_with_backtracking","tree","Like BST Iterator but store visited nodes for next/prev iteration in sorted order."
"1123","Lowest Common Ancestor of Deepest Leaves","dfs_depth,lca_logic","tree","Find max depth, then LCA of all deepest nodes. Recurse subtrees to see if children contain deepest leaves."
"325","Maximum Size Subarray Sum Equals k","prefix_sum_map","","Track running sum. If sum-k in map, check index difference for max length."
"377","Combination Sum IV","dp_counting_combos","","dp[target]+=dp[target-num] if target>=num. Order matters if we iterate over nums first."
"1810","Minimum Path Cost in a Hidden Grid","similar_bfs_with_hidden_adjacency","array","We query cost of edges on the fly, track minimal path in BFS. Keep visited states or cost."
"237","Delete Node in a Linked List","in_place_pointer_swap","linkedlist","Copy data from next node into current, then skip the next node. Removes current effectively."
"143","Reorder List","linked_list_re_linking","linkedlist","Find midpoint, reverse second half, then interleave it with the first half."
"82","Remove Duplicates from Sorted List II","linked_list_skip_duplicates","linkedlist","Use dummy head, skip over nodes that appear more than once. Link only distinct nodes."
"179","Largest Number","custom_sorting_by_string_comparison","","Sort numbers by comparing xy vs yx. Join them afterward."
"45","Jump Game II","greedy_bfs_layering","","Track current reach and next reach. When i > current reach, increment jumps."
"450","Delete Node in a BST","bst_node_manipulation","tree","Find node. If two children, swap with successor or predecessor. Then remove leaf or single-child node."
"134","Gas Station","greedy_solution","","If total gas < total cost, no solution. Otherwise track deficits and pick start after the last deficit."
"1609","Even Odd Tree","tree_bfs,constraints","tree","For each level, nodes must be strictly increasing/decreasing with correct even/odd. Validate BFS layers."
"875","Koko Eating Bananas","binary_search_on_eating_speed","","Check if mid speed can eat all bananas in H hours. Adjust search accordingly."
"230","Kth Smallest Element in a BST","inorder_traversal","tree","Traverse the BST in sorted order. The kth visited node is the kth smallest."
"1371","Find the Longest Substring Containing Vowels in Even Counts","bitmask_prefix_approach","","Track parity for vowels in a bitmask. If mask repeats, substring in between has even counts."
"2419","Longest Subarray With Maximum Bitwise AND","scan_for_segments_matching_global_max","","First find the array's global max, then track the longest consecutive run of that value."
"539","Minimum Time Difference","convert_times_to_minutes,sort","","Convert HH:MM to minutes, sort them, check adjacent differences and wrap-around. Return min difference."
"567","Permutation in String","sliding_window,frequency","map","Keep a frequency count of s1. Slide a window of size |s1| over s2. If freq matches, return true."
"416","Partition Equal Subset Sum","dp_subset_sum","","If total sum is odd, no solution. Otherwise check if sum/2 subset is possible via DP."
"122","Best Time to Buy and Sell Stock II","greedy_for_multiple_transactions","","Sum all positive differences between consecutive days to get the max profit."
"386","Lexicographical Numbers","dfs,iterative_approach","","Generate from 1..n in lex order by branching *10. Or transform numbers to strings and sort them."
"340","Longest Substring with At Most K Distinct Characters","sliding_window,char_count","map","Expand window while distinct <= k, if distinct>k shrink. Track max length."
"3043","Find the Length of the Longest Common Prefix","simple_prefix_check_among_strings","","Compare characters across all strings until mismatch. Return length of matched prefix."
"81","Search in Rotated Sorted Array II","binary_search_with_duplicates","","Similar to #33 but if nums[mid]==nums[left], move left++. Otherwise do pivot logic."
"1367","Linked List in Binary Tree","dfs_checking_subpath","tree;linkedlist","Check if the linked list is a downward path in the tree. Recurse each node to match subpath."
"767","Reorganize String","greedy_with_a_max_heap,sorting_by_freq","heap","If any char freq > half the string length, impossible. Else alternate the most frequent chars."
"371","Sum of Two Integers","bitwise_ops","","Use XOR for sum, AND<<1 for carry. Repeat until carry=0."
"1590","Make Sum Divisible by P","prefix_sum_remainder_approach","","Let total_sum % p = remain. Remove subarray whose sum % p=remain. Track prefix remainders in a map."
"96","Unique Binary Search Trees","catalan_number,dp","","Number of BST(n) is the nth Catalan. G(n)=Σ G(i-1)*G(n-i)."
"12","Integer to Roman","greedy_from_largest_roman_values","","Keep subtracting the largest possible Roman symbol. Append them until zero."
"1644","Lowest Common Ancestor of a Binary Tree II","similar_to_lca_but_confirm_nodes_exist","tree","If one node not in tree, result is null. Otherwise do normal LCA logic."
"1110","Delete Nodes And Return Forest","tree_dfs_cut_approach","tree","For each node in to_delete, cut it out. Return the remaining subtrees as a forest."
"1497","Check If Array Pairs Are Divisible by k","hash_mod_frequencies","map","Compute each num%k. Must pair with complement (k - r). Check frequency balance."
"2406","Divide Intervals Into Minimum Number of Groups","interval_scheduling,min_heap","heap","Sort intervals by start. Use a min-heap of end times, or assign to a new group if overlapping."
"2090","K Radius Subarray Averages","sliding_window,prefix_sums","","Compute sum over [i-k..i+k]. Use prefix sums for O(1) range queries. Validate boundaries."
"287","Find the Duplicate Number","floyds_cycle_detection,binary_search","","Use slow/fast pointer to detect cycle or do a binary search counting <= mid."
"1233","Remove Sub-Folders from the Filesystem","sort,prefix_check","","Sort folder names. Skip a folder if it’s a subpath of the previous (prefix + '/')."
"1545","Find Kth Bit in Nth Binary String","recursive_pattern","","Use S(n)=S(n-1)+0+switch(reverse(S(n-1))). Flip bits if needed for the index."
"453","Minimum Moves to Equal Array Elements","sum_approach_minus_min","","Equivalent to sum(array) - min(array)*n, as each move increments n-1 elements."
"1593","Split a String Into the Max Number of Unique Substrings","backtracking,used_set","set","Try all substring splits, if not used, pick it. Aim for maximum partitions."
"1438","Longest Continuous Subarray With Absolute Diff ≤ Limit","sliding_window,min_max_queue","queue","Keep track of window’s min and max in O(1). If diff > limit, shrink from left."
"2461","Maximum Sum of Distinct Subarrays With Length K","sliding_window,distinct_check","set","Move a window of size K, ensure elements are distinct. Track sum with a frequency set/map."
"1891","Cutting Ribbons","binary_search_for_max_length","","Check if mid is feasible by summing how many pieces. Adjust range accordingly."
"229","Majority Element II","boyer_moore_for_two_candidates","","We can have up to 2 majority elements > n/3. Find potential candidates, then verify them."
"1197","Minimum Knight Moves","bfs,math_symmetry","","Use BFS from (0,0) to (x,y), exploit symmetry to reduce the search space by quadrants."
"814","Binary Tree Pruning","dfs_postorder","tree","Recursively prune subtrees with no '1'. Return null if an entire subtree has no 1."
"109","Convert Sorted List to Binary Search Tree","slow_fast_pointer_find_mid","linkedlist;tree","Mid becomes root, left side builds left subtree, right side builds right subtree. Recurse."
"2501","Longest Square Streak in an Array","dp,set_approach_for_squares","set","If x is in array, check x^2 in set. Chain these squares. Track max chain length."
"435","Non-overlapping Intervals","greedy_by_end_time","","Sort by end time. Pick intervals that finish earliest, skip those overlapping."
"1498","Number of Subsequences That Satisfy the Given Sum Condition","sort,two_pointer,pow2_usage","","Sort array, for each left pointer find max right pointer. Count subsets using 2^(right-left)."
"137","Single Number II","bit_manipulation_counting_bits_mod_3","","Sum bits in each position mod 3. The remainder is the unique number."
"616","Add Bold Tag in String","mark_intervals_and_merge","","Find all occurrences of words, merge intervals, then wrap them with <b> in the final string."
"240","Search a 2D Matrix II","start_top_right_corner,move_left_down","","If target < current, go left. If target > current, go down. O(m+n) complexity."
"2914","Minimum Number of Changes to Make Binary String Beautiful","check_flips_to_get_alternating_pattern","","Compute cost to match '0101...' vs '1010...' pattern. Take min."
"3011","Find if Array Can Be Sorted","likely_checking_partial_swaps_or_some_condition","","Possibly verify if the array can be fully sorted with limited operations."
"1493","Longest Subarray of 1's After Deleting One Element","sliding_window,tracking_zero_count","","Expand window, if more than one zero, shrink from left. Track max length of consecutive 1s."
"6","Zigzag Conversion","simulation_row_by_row","","Append characters in a zigzag manner across rows, then read rows sequentially."
"3133","Minimum Array End","problem_specific_partial_info","","Likely a minimal steps or BFS approach, removing from ends or some dynamic strategy."
"2034","Stock Price Fluctuation","design_with_data_structures","map;heap","Keep a map or heaps for max/min. Track current timestamp’s price. Update as new records come in."
"3097","Shortest Subarray With OR at Least K II","sliding_window,bitwise_or","","Expand window, accumulate OR. If >= K, shrink from left. Keep track of min length."
"510","Inorder Successor in BST II","bst_with_parent_pointer","tree","If node has right subtree, go left from right child. Otherwise ascend parents until we come from a left branch."
"1845","Seat Reservation Manager","min_heap_of_seats","heap","Keep a min-heap of available seats. On reserve, pop the smallest. On unreserve, push it back."
"1574","Shortest Subarray to be Removed to Make Array Sorted","two_pointer_from_ends","","Keep longest sorted prefix/suffix. Remove minimal middle subarray that breaks order."
"451","Sort Characters By Frequency","count,sort_desc_frequency","","Build frequency map, sort by freq descending, construct final string."
"1382","Balance a Binary Search Tree","inorder_flatten,build_balanced","tree","Inorder traverse to get sorted list, rebuild a balanced BST from that list."
"723","Candy Crush","simulation_of_collapses","","Repeatedly remove matched candy blocks, let candies above fall, continue until stable."
"856","Score of Parentheses","stack,counting_depth","stack","Push '(' on stack. On ')', if top was '(', it's 1; else 2×score of inner. Sum up the scores."
"1161","Maximum Level Sum of a Binary Tree","bfs_level_sums","tree","Compute sum for each level in BFS. Track which level has the maximum sum."
"77","Combinations","backtracking_k_combinations","","Choose elements from 1..n in k-combos. Collect all combinations."
"907","Sum of Subarray Minimums","monotonic_stack,subarray_coverage","stack","For each element, find how far it extends as the min. Accumulate contributions."
"692","Top K Frequent Words","frequency,min_heap,sorting","heap","Count freq, use a min-heap of size k or sort by freq desc + lex ascending."
"918","Maximum Sum Circular Subarray","kadanes,invert_approach","","Compute normal max subarray. Also find min subarray, subtract from total if not all negative."
"678","Valid Parenthesis String","greedy_track_min_max_open","","Track a range [low,high] of possible open parentheses counts. If high < 0 at any point, invalid."
"417","Pacific Atlantic Water Flow","dfs_from_edges_inward","array","Start DFS from each ocean boundary. Intersection of reachable cells is the result."
"176","Second Highest Salary","sql_ranking_or_subquery","","SELECT max(Salary) where Salary < (SELECT max(Salary)) or use limit offset."
"247","Strobogrammatic Number II","recursion_building_symmetrical_pairs","","Build pairs (1,1),(6,9),(8,8),(9,6),(0,0). Middle can be 0,1,8 if odd length."
"1358","Number of Substrings Containing All Three Characters","sliding_window,sliding_window_and_a_b_c","","Expand window until 'a','b','c' all present, then shrink. Count new valid substrings."
"2109","Adding Spaces to a String","string_building_with_known_indices","","Track positions where spaces go. Rebuild string with inserted spaces."
"1029","Two City Scheduling","greedy_sorting_by_cost_difference","","Sort persons by cost(A)-cost(B). Send half to city A, half to city B."
"1245","Tree Diameter","double_dfs_approach","tree","Pick any node, DFS to find the farthest node. From that node, DFS again. That distance is the diameter."
