333,Largest BST Subtree,cc->algorithm_design->recursion->tree_recursion_with_subtree_info,tree,"Return subtree size, min, max, isBST. If node is BST, update global max size."
334,Increasing Triplet Subsequence,cc->algorithm_design->greedy->greedy_track_two_smallest,,"Maintain two pointers for smallest and mid. If we find a bigger number than mid, triplet exists."
339,Nested List Weight Sum,cc->algorithm_design->dfs->dfs;cc->algorithm_design->bfs->bfs_of_nested_structure,list,"At each level, multiply integer by depth. Recursively add or BFS with a queue tracking depth."
341,Flatten Nested List Iterator,cc->data_structures->stack->stack_based_flatten,stack,"Repeatedly expand top if it's a list. If it's an integer, that's our next element."
347,Top K Frequent Elements,cc->data_structures->heap->heap;cc->algorithm_design->bucket_sort,heap,"Count frequencies, push to a min-heap or use bucket by frequency. Extract top K frequent."
348,Design Tic-Tac-Toe,cc->data_structures->matrix->rows;cc->data_structures->matrix->cols;cc->data_structures->matrix->diag_counters,,"For each player, increment row/col/diag counts. If absolute value hits n, that player wins."
378,Kth Smallest Element in a Sorted Matrix,cc->data_structures->heap->heap;cc->algorithm_design->binary_search->binary_searching_by_value,heap,Use a min-heap or binary search in the value range. Count how many elements <= mid to narrow search.
380,Insert Delete GetRandom O(1),cc->data_structures->hashmap->hashmap;cc->data_structures->array->dynamic_array,map;array,"For O(1) insert/delete, store values in an array and map their index. For random, pick a random array index."
394,Decode String,cc->data_structures->stack->stack;cc->algorithm_design->recursion->recursion,stack,"Push current string and number on stack when encountering '['. On ']', pop and build repeated substring."
398,Random Pick Index,cc->algorithm_design->sampling->reservoir_sampling;cc->data_structures->list->storing_indices,,"Maintain a list of indices per value, then pick random. Or do reservoir sampling as you traverse."
419,Battleships in a Board,cc->data_structures->grid->grid_scanning,array,Count a battleship when you see 'X' that isn’t a continuation (above/left). Mark visited or just check adjacency.
424,Longest Repeating Character Replacement,cc->data_structures->two_pointers->sliding_window;cc->algorithm_design->frequency,map,"Grow the window, track count of the top char. If window size - max_freq > k, shrink from left."
443,String Compression,cc->data_structures->two_pointers->two_pointer_in_place,,"Track runs of the same character. Store the count digits and move on, returning final length."
468,Validate IP Address,cc->data_structures->strings->string_split_and_format_checks,,"Split by '.' or ':', check valid range or hex length. Distinguish IPv4, IPv6, or neither."
490,The Maze,cc->algorithm_design->dfs->dfs_bfs_rolling_approach,array,"Roll the ball in each direction until hitting a wall. Mark visited states, check if you can reach the goal."
494,Target Sum,cc->algorithm_design->dfs->dfs;cc->algorithm_design->dp->subset_sum_dp,,We want ways to assign +/- to reach target. Transform to subset sum or backtrack all possibilities.
498,Diagonal Traverse,cc->algorithm_basics->simulation->simulation_of_diagonals,,Traverse diagonals by sum of indices. Reverse direction every alternate diagonal.
523,Continuous Subarray Sum,cc->algorithm_design->prefix_sum->prefix_sum_mod_k,,"Compute prefix sum % k, store in a map. If the same mod reappears with distance > 1, subarray sum is multiple of k."
525,Contiguous Array,cc->algorithm_design->prefix_sum->prefix_sum_0_neg1_1_pos1,,"Map prefix sums to index. If sum repeats, subarray in between has equal 0 and 1."
529,Minesweeper,cc->algorithm_design->dfs->dfs_bfs_reveal_squares,array,"If a revealed cell has 0 adjacent mines, recursively reveal neighbors. Stop if you hit a mine."
536,Construct Binary Tree from String,cc->algorithm_design->recursion->recursion_with_parentheses_parse,tree,"Parse the string: first number is root, parentheses sections represent left/right subtrees."
545,Boundary of Binary Tree,cc->data_structures->tree->tree_traversal_boundary,tree,"Collect left boundary, leaves, and right boundary in reverse. Avoid double counting corners."
556,Next Greater Element III,cc->algorithm_design->permutation->permutation_next_greater_logic,,"Treat digits like next_permutation. If not possible, return -1."
560,Subarray Sum Equals K,cc->algorithm_design->prefix_sum->prefix_sum;cc->data_structures->hashing->hashing,map,"Keep running sum in a map. If sum - k exists, increment count by how many times that remainder appeared."
636,Exclusive Time of Functions,cc->data_structures->stack->stack_of_function_calls;cc->computer_science_basics->timestamps,stack,"On 'start', push function id. On 'end', pop and accumulate intervals. Subtract nested time from parent."
647,Palindromic Substrings,cc->data_structures->strings->expand_around_center;cc->algorithm_design->dp->dp,,"For each center, expand outwards while it’s a palindrome. Or DP with dp[i][j] if s[i]==s[j]."
658,Find K Closest Elements,cc->algorithm_design->binary_search->binary_search;cc->data_structures->two_pointers->two_pointer,,"Locate position of x, then expand outwards or do a left boundary search for size k. Return slice."
670,Maximum Swap,cc->algorithm_design->greedy->greedy_digit_swap_from_left,,"Scan from left, find a bigger digit on the right that can be swapped. Perform once for max number."
695,Max Area of Island,cc->algorithm_design->dfs->dfs_bfs_in_grid,array,"For each unvisited '1', explore the entire connected region. Track the maximum area found."
721,Accounts Merge,cc->data_structures->union_find->union_find;cc->algorithm_design->dfs->dfs_on_email_lists,unionfind,Merge accounts with shared emails. Collect final results sorted by name/email.
735,Asteroid Collision,cc->data_structures->stack->stack_approach,stack,"Push new asteroid. If collision occurs with top of stack, pop smaller or break if stack top is bigger."
739,Daily Temperatures,cc->data_structures->stack->monotonic_stack,stack,"Traverse from right or keep a stack of indices. Pop while top is cooler, the difference is the answer."
426,Convert Binary Search Tree to Sorted Doubly Linked List,cc->data_structures->tree->inorder_traversal_link,tree,"Perform an inorder DFS, link previous node to current. Finally link head and tail to make it circular."
787,Cheapest Flights Within K Stops,cc->algorithm_design->graph->shortest_path_with_limited_stops;cc->algorithm_design->graph->bellman_ford;cc->algorithm_design->bfs->bfs,graph,Track cost to each node up to K edges. Update in BFS or Bellman-Ford style.
791,Custom Sort String,cc->data_structures->sorting->custom_priority_sort,,"Store order in a dict of char->rank. Sort the input string’s characters by that rank, append leftover."
708,Insert into a Sorted Circular Linked List,cc->data_structures->linkedlist->linked_list_insertion_logic,linkedlist,Traverse until insertion point or wrap around. Insert new node maintaining sorted order.
825,Friends Of Appropriate Ages,cc->data_structures->sorting->sorting;cc->data_structures->two_pointers->two_pointer_on_age_constraints,,"Sort ages, for each age find valid range. Possibly use prefix sums or two-pointer approach."
622,Design Circular Queue,cc->data_structures->arrays->array_with_front_rear_indices,array,"Implement a fixed-size ring buffer with front, rear, and count. Wrap around on boundary."
852,Peak Index in a Mountain Array,cc->algorithm_design->binary_search->binary_search_for_peak,,"Compare mid with mid+1. If ascending, go right; else go left until peak found."
863,All Nodes Distance K in Binary Tree,cc->algorithm_design->bfs->bfs_dfs_from_target_node,tree,"First store parent references, then BFS from target to find nodes at distance K."
865,Smallest Subtree with all the Deepest Nodes,cc->algorithm_design->dfs->tree_dfs;cc->data_structures->tree->depth_tracking,tree,"Identify deepest level, find the subtree containing all deepest nodes. Essentially LCA of deepest leaves."
528,Random Pick with Weight,cc->algorithm_design->prefix_sum->prefix_sums;cc->probabilistic_methods->random_selection,,"Compute prefix sums of weights, pick a random in [0,total). Binary search for the correct segment."
921,Minimum Add to Make Parentheses Valid,cc->computer_science_basics->balance_counters,,Track needed '(' or ')'. Each unmatched ')' increments needed. Return total needed.
930,Binary Subarrays With Sum,cc->algorithm_design->prefix_sum->prefix_sum_in_0_1_array,,"Similar to subarray-sum = k approach. Map prefix sums, subarray if current_sum - target in map."
934,Shortest Bridge,cc->algorithm_design->dfs->dfs;cc->algorithm_design->bfs->bfs_across_islands,array,"Find the first island via DFS, then BFS outward to reach the second island in min steps."
958,Check Completeness of a Binary Tree,cc->algorithm_design->bfs->bfs_level_order_checking,tree,"Traverse level by level; once a null is found, ensure no more non-null nodes appear."
973,K Closest Points to Origin,cc->data_structures->heap->heap;cc->algorithm_design->selection->quickselect,heap,"Compute distance squared, keep a max-heap of size k or do partition-based quickselect."
983,Minimum Cost For Tickets,cc->algorithm_design->dp->dp_with_intervals,,"For each travel day, cost = min of day pass, 7-day pass, 30-day pass. Build DP up to last day."
986,Interval List Intersections,cc->data_structures->intervals->merge_intervals_method,,"Use two pointers on the two lists, intersect the overlapping intervals, advance the pointer that ends first."
1004,Max Consecutive Ones III,cc->data_structures->two_pointers->sliding_window;cc->algorithm_design->counting->count_zero,,"Expand window. If zero count exceeds k, shrink from left. Track max window size."
1011,Capacity To Ship Packages Within D Days,cc->algorithm_design->binary_search->binary_search_on_capacity,,"Check if a mid capacity can ship within D days. If not, increase capacity; otherwise decrease it."
1060,Missing Element in Sorted Array,cc->algorithm_design->binary_search->binary_search_using_the_missing_counts,,"At index i, check how many are missing up to nums[i]. Compare with k to decide search direction."
1091,Shortest Path in Binary Matrix,cc->algorithm_design->bfs->bfs_in_8_directions,array,"Start from (0,0), BFS with 8 directions. Track visited cells, find shortest path length."
1209,Remove All Adjacent Duplicates in String II,cc->data_structures->stack->stack_based_count,stack,"Push characters and track frequency. If freq hits k, pop them."
1249,Minimum Remove to Make Valid Parentheses,cc->data_structures->stack->stack;cc->algorithm_design->scanning->scanning_mismatches,stack,"Push '(' indices, match with ')' or mark invalid. Remove unmatched parentheses in the end."
1424,Diagonal Traverse II,cc->data_structures->maps->group_by_i_plus_j_in_a_map,map,"Traverse row-wise, group items by (i+j). Flatten in the correct diagonal order."
1443,Minimum Time to Collect All Apples in a Tree,cc->algorithm_design->dfs->dfs_subtrees_with_apple_check,tree,"From root, visit children. Include path cost if child subtree contains an apple."
1570,Dot Product of Two Sparse Vectors,cc->data_structures->sparse_representation->sparse_representation_iteration,,Store non-zero indices and values. Multiply only matching indices.
1650,Lowest Common Ancestor of a Binary Tree III,cc->data_structures->tree->nodes_have_parent_pointers,tree,Ascend from each node or equalize depths first. Move both up until they meet.
1762,Buildings With an Ocean View,cc->data_structures->stack->stack;cc->algorithm_design->scanning->scanning_from_the_right,stack,"Traverse from right, track max height. Buildings taller than all to the right have a view."
1778,Shortest Path in a Hidden Grid,cc->algorithm_design->bfs->interactive_bfs_dfs_concept,array,"We do BFS steps, discovering adjacency dynamically. Keep track of visited for minimal route."
1868,Product of Two Run-Length Encoded Arrays,cc->data_structures->two_pointers->two_pointers_on_runs,,Multiply each run chunk while adjusting counts. Output in RLE form.
1070,Product Sales Analysis III,cc->database_fundamentals->sql->sql_grouping_and_joining,,"Combine tables, group by product to get total product sales (SQL)."
322,Coin Change,cc->algorithm_design->dp->dp_for_the_fewest_coins,,"dp[x] = min(dp[x], dp[x-coin] + 1). Initialize dp[0]=0, otherwise large. If dp[amount] not updated, -1."
328,Odd Even Linked List,cc->data_structures->linkedlist->linked_list_rearrangement,linkedlist,Rearrange nodes so that all odds precede evens in the list.
912,Sort an Array,cc->algorithm_design->sorting->implementation_of_standard_sorts,array,"Use quicksort, mergesort, or heapsort. Return the sorted array."
1344,Angle Between Hands of a Clock,cc->mathematics->math_formula,,"Compute minute hand angle and hour hand angle. Return the absolute difference, mod 360 if needed."
91,Decode Ways,cc->algorithm_design->dp->dp_on_string_decoding,,dp[i] can come from single-digit or two-digit decode if valid. Summation yields total ways.
117,Populating Next Right Pointers in Each Node II,cc->data_structures->tree->level_order_bfs_linking,tree,"Traverse level by level, link nodes horizontally. Keep track of next-level head and tail."
161,One Edit Distance,cc->computer_science_basics->check_single_insert_delete_replace,,Check if exactly one insert/delete/replace transforms s into t.
1586,Binary Search Tree Iterator II,cc->data_structures->tree->bst_iteration_with_backtracking,tree,Like BST Iterator but store visited nodes for next/prev iteration in sorted order.
1123,Lowest Common Ancestor of Deepest Leaves,cc->algorithm_design->dfs->dfs_depth;cc->data_structures->tree->lca_logic,tree,"Find max depth, then LCA of all deepest nodes. Recurse subtrees to see if children contain deepest leaves."
325,Maximum Size Subarray Sum Equals k,cc->algorithm_design->prefix_sum->prefix_sum_map,,"Track running sum. If sum-k in map, check index difference for max length."
377,Combination Sum IV,cc->algorithm_design->dp->dp_counting_combos,,dp[target]+=dp[target-num] if target>=num. Order matters if we iterate over nums first.
1810,Minimum Path Cost in a Hidden Grid,cc->algorithm_design->bfs->similar_bfs_with_hidden_adjacency,array,"We query cost of edges on the fly, track minimal path in BFS. Keep visited states or cost."
237,Delete Node in a Linked List,cc->data_structures->pointer->in_place_pointer_swap,linkedlist,"Copy data from next node into current, then skip the next node. Removes current effectively."
143,Reorder List,cc->data_structures->linkedlist->linked_list_re_linking,linkedlist,"Find midpoint, reverse second half, then interleave it with the first half."
82,Remove Duplicates from Sorted List II,cc->data_structures->linkedlist->linked_list_skip_duplicates,linkedlist,"Use dummy head, skip over nodes that appear more than once. Link only distinct nodes."
179,Largest Number,cc->algorithm_design->sorting->custom_sorting_by_string_comparison,,Sort numbers by comparing xy vs yx. Join them afterward.
45,Jump Game II,cc->algorithm_design->greedy->greedy_bfs_layering,,"Track current reach and next reach. When i > current reach, increment jumps."
450,Delete Node in a BST,cc->data_structures->tree->bst_node_manipulation,tree,"Find node. If two children, swap with successor or predecessor. Then remove leaf or single-child node."
134,Gas Station,cc->algorithm_design->greedy->greedy_solution,,"If total gas < total cost, no solution. Otherwise track deficits and pick start after the last deficit."
1609,Even Odd Tree,cc->data_structures->tree->tree_bfs;cc->computer_science_basics->constraints,tree,"For each level, nodes must be strictly increasing/decreasing with correct even/odd. Validate BFS layers."
875,Koko Eating Bananas,cc->algorithm_design->binary_search->binary_search_on_eating_speed,,Check if mid speed can eat all bananas in H hours. Adjust search accordingly.
230,Kth Smallest Element in a BST,cc->data_structures->tree->inorder_traversal,tree,Traverse the BST in sorted order. The kth visited node is the kth smallest.
1371,Find the Longest Substring Containing Vowels in Even Counts,cc->algorithm_design->bitmask->bitmask_prefix_approach,,"Track parity for vowels in a bitmask. If mask repeats, substring in between has even counts."
2419,Longest Subarray With Maximum Bitwise AND,cc->algorithm_design->scanning->scan_for_segments_matching_global_max,,"First find the array's global max, then track the longest consecutive run of that value."
539,Minimum Time Difference,cc->algorithm_design->time_conversion->convert_times_to_minutes;cc->data_structures->sorting->sort,,"Convert HH:MM to minutes, sort them, check adjacent differences and wrap-around. Return min difference."
567,Permutation in String,cc->data_structures->two_pointers->sliding_window;cc->algorithm_design->frequency,map,"Keep a frequency count of s1. Slide a window of size |s1| over s2. If freq matches, return true."
416,Partition Equal Subset Sum,cc->algorithm_design->dp->dp_subset_sum,,"If total sum is odd, no solution. Otherwise check if sum/2 subset is possible via DP."
122,Best Time to Buy and Sell Stock II,cc->algorithm_design->greedy->greedy_for_multiple_transactions,,Sum all positive differences between consecutive days to get the max profit.
386,Lexicographical Numbers,cc->algorithm_design->dfs->dfs;cc->computer_science_basics->iterative_approach,,Generate from 1..n in lex order by branching *10. Or transform numbers to strings and sort them.
340,Longest Substring with At Most K Distinct Characters,cc->data_structures->two_pointers->sliding_window;cc->algorithm_design->character_count->char_count,map,"Expand window while distinct <= k, if distinct>k shrink. Track max length."
3043,Find the Length of the Longest Common Prefix,cc->algorithm_design->strings->simple_prefix_check_among_strings,,Compare characters across all strings until mismatch. Return length of matched prefix.
81,Search in Rotated Sorted Array II,cc->algorithm_design->binary_search->binary_search_with_duplicates,,"Similar to #33 but if nums[mid]==nums[left], move left++. Otherwise do pivot logic."
1367,Linked List in Binary Tree,cc->algorithm_design->dfs->dfs_checking_subpath,tree;linkedlist,Check if the linked list is a downward path in the tree. Recurse each node to match subpath.
767,Reorganize String,cc->algorithm_design->greedy->greedy_with_a_max_heap;cc->data_structures->sorting->sorting_by_freq,heap,"If any char freq > half the string length, impossible. Else alternate the most frequent chars."
371,Sum of Two Integers,cc->computer_science_basics->bitwise_ops,,"Use XOR for sum, AND<<1 for carry. Repeat until carry=0."
1590,Make Sum Divisible by P,cc->algorithm_design->prefix_sum->prefix_sum_remainder_approach,,Let total_sum % p = remain. Remove subarray whose sum % p=remain. Track prefix remainders in a map.
96,Unique Binary Search Trees,cc->mathematics->catalan_numbers;cc->algorithm_design->dp->dp,,Number of BST(n) is the nth Catalan. G(n)=Σ G(i-1)*G(n-i).
12,Integer to Roman,cc->algorithm_design->greedy->greedy_from_largest_roman_values,,Keep subtracting the largest possible Roman symbol. Append them until zero.
1644,Lowest Common Ancestor of a Binary Tree II,cc->data_structures->tree->similar_to_lca_but_confirm_nodes_exist,tree,"If one node not in tree, result is null. Otherwise do normal LCA logic."
